Region,Area,Landmark,Traffic_Index,Pollution_Index,Max_Traffic_Time,Date,Time
Downtown,North,Park,64,137,Afternoon,12/24/23,17:02:16
Residential,North,Hospital,40,123,Afternoon,12/18/24,15:50:40
Residential,North,Mall,60,59,Morning,1/3/24,10:32:51
Industrial,East,School,81,137,Afternoon,3/1/23,19:16:00
Downtown,East,Hospital,97,135,Afternoon,5/6/20,15:55:13
Residential,South,School,68,37,Morning,10/16/22,06:35:16
Residential,South,Park,30,93,Afternoon,12/18/18,07:03:27
Suburb,North,School,18,65,Evening,3/29/20,04:40:33
Downtown,East,School,20,149,Afternoon,2/29/24,05:43:52
Residential,South,Park,81,117,Morning,7/9/21,19:08:53
Suburb,West,Stadium,93,56,Afternoon,12/13/21,03:13:32
Downtown,West,Mall,91,40,Evening,3/19/21,18:30:21
Downtown,West,Park,72,58,Afternoon,10/21/24,07:22:33
Residential,West,Mall,25,106,Afternoon,1/12/22,23:53:38
Suburb,West,Mall,14,22,Evening,6/20/20,20:07:27
Industrial,North,Park,78,69,Morning,11/12/19,08:28:04
Residential,South,School,90,114,Afternoon,11/24/20,12:30:48
Downtown,East,Hospital,32,123,Evening,9/19/20,07:43:12
Industrial,North,Hospital,88,42,Morning,4/5/19,16:27:59
Industrial,South,Stadium,52,94,Evening,8/18/24,02:56:09
Residential,South,Mall,89,65,Afternoon,10/17/22,05:05:49
Downtown,East,Hospital,24,68,Night,8/18/19,01:25:55
Downtown,East,Stadium,51,64,Night,12/31/24,06:56:06
Suburb,North,Park,61,58,Morning,5/1/18,04:13:40
Suburb,West,Hospital,79,115,Morning,5/25/20,23:03:24
Suburb,North,Mall,69,75,Evening,10/25/18,09:46:41
Residential,West,Mall,89,76,Morning,3/20/22,14:51:49
Residential,South,Mall,82,74,Evening,11/10/20,11:49:48
Residential,South,Mall,19,88,Night,7/14/20,02:45:23
Suburb,South,Stadium,93,97,Evening,11/18/19,05:27:15
Residential,North,Hospital,59,29,Night,9/27/23,14:17:27
Suburb,East,Hospital,49,55,Night,10/31/19,02:19:35
Suburb,East,Hospital,75,109,Morning,7/6/22,21:43:11
Suburb,South,Hospital,98,130,Night,9/15/22,11:25:29
Residential,North,School,16,140,Afternoon,2/4/21,21:47:04
Residential,South,School,43,135,Afternoon,1/1/24,23:47:47
Industrial,North,Park,80,126,Night,11/9/18,05:20:55
Downtown,West,Hospital,38,84,Morning,9/4/19,15:38:23
Residential,East,Mall,73,120,Afternoon,1/9/22,10:39:14
Residential,South,Mall,54,60,Evening,9/1/18,07:56:22
Suburb,South,Mall,68,122,Afternoon,6/23/19,07:26:46
Downtown,West,Stadium,91,97,Morning,12/14/18,21:45:44
Industrial,South,Hospital,84,123,Morning,12/3/21,17:20:03
Residential,East,Park,85,130,Evening,8/3/24,20:49:31
Suburb,West,Mall,37,40,Evening,1/3/21,17:41:35
Suburb,South,Stadium,84,73,Evening,9/27/22,20:29:36
Residential,West,Hospital,16,76,Night,2/12/25,22:31:50
Downtown,South,Mall,14,92,Night,12/10/22,19:26:07
Industrial,West,Park,29,127,Morning,3/24/21,20:32:36
Suburb,North,Mall,70,65,Night,6/5/24,17:46:11
Downtown,East,Stadium,55,43,Afternoon,5/27/19,11:51:58
Residential,South,Mall,36,48,Evening,8/7/23,03:04:52
Industrial,East,Hospital,64,82,Afternoon,7/7/19,00:04:40
Suburb,East,School,39,87,Evening,3/22/21,03:16:35
Residential,East,Stadium,36,25,Evening,9/28/18,13:28:22
Residential,West,Park,58,117,Afternoon,6/13/18,11:09:25
Downtown,South,Park,44,66,Evening,5/11/20,10:23:05
Downtown,North,School,21,60,Morning,10/31/21,21:12:43
Suburb,East,School,19,37,Morning,2/29/20,13:10:54
Residential,South,Park,75,93,Evening,3/2/24,14:44:04
Industrial,South,Stadium,70,105,Night,3/25/24,12:31:40
Downtown,South,School,23,133,Afternoon,12/31/19,11:09:31
Industrial,East,School,52,73,Afternoon,11/19/24,10:56:48
Downtown,South,Stadium,34,28,Afternoon,8/18/20,04:21:26
Industrial,East,Park,93,112,Night,12/12/18,02:58:18
Industrial,East,Hospital,40,115,Night,7/27/18,12:16:21
Suburb,West,School,46,46,Afternoon,1/31/24,02:10:45
Residential,East,School,93,105,Evening,12/3/18,05:42:28
Downtown,West,Mall,54,99,Morning,10/27/23,20:19:07
Residential,East,Stadium,65,124,Evening,3/4/18,18:08:11
Downtown,East,Mall,10,46,Night,7/5/18,16:14:03
Downtown,West,School,30,86,Morning,5/13/21,05:50:23
Suburb,East,Park,35,79,Evening,7/1/18,07:19:29
Suburb,East,Stadium,15,129,Night,2/25/23,06:06:46
Suburb,West,Hospital,88,76,Evening,10/23/23,22:11:56
Residential,East,Hospital,38,91,Night,2/28/20,21:46:30
Industrial,South,Park,11,115,Afternoon,8/25/20,12:52:19
Downtown,West,Stadium,72,120,Evening,7/1/21,16:22:58
Suburb,South,School,44,85,Night,3/24/21,17:59:34
Residential,South,School,81,60,Night,10/6/18,06:44:29
Industrial,West,Mall,59,34,Morning,2/8/18,01:33:10
Residential,South,Park,10,114,Afternoon,11/1/21,22:18:14
Residential,North,Mall,56,69,Afternoon,7/7/19,02:26:29
Industrial,West,Park,48,68,Evening,3/16/19,08:31:46
Residential,South,Park,32,137,Morning,1/4/25,11:29:29
Downtown,North,Stadium,38,90,Afternoon,5/6/24,15:15:16
Residential,East,Hospital,41,131,Night,5/22/20,04:06:40
Suburb,West,School,79,122,Morning,7/27/24,23:03:08
Industrial,West,Hospital,58,114,Morning,6/11/20,05:50:05
Suburb,West,School,29,147,Night,3/20/19,18:04:42
Suburb,North,Mall,61,127,Afternoon,10/7/19,22:22:38
Residential,West,Hospital,74,88,Afternoon,9/8/24,00:00:11
Industrial,East,Hospital,18,103,Afternoon,1/12/21,21:13:37
Residential,North,Hospital,14,54,Afternoon,1/18/22,08:42:31
Downtown,East,Stadium,97,143,Evening,5/27/23,07:04:35
Residential,West,Stadium,78,121,Evening,12/18/19,23:20:17
Downtown,South,Stadium,44,129,Night,11/26/22,12:07:25
Industrial,North,Mall,98,20,Night,6/1/18,19:25:27
Downtown,East,Mall,12,147,Morning,4/23/23,06:26:13
Suburb,South,Park,27,20,Night,8/12/18,19:06:08
Downtown,South,Mall,38,93,Night,10/13/23,13:48:18
Downtown,South,Park,53,76,Morning,7/24/21,15:11:41
Industrial,North,Mall,38,120,Afternoon,1/9/25,19:47:36
Suburb,South,Stadium,71,56,Night,2/3/22,13:34:52
Residential,South,Mall,55,146,Afternoon,11/30/21,21:39:23
Industrial,South,Stadium,98,132,Afternoon,3/23/24,22:18:06
Residential,East,Stadium,43,120,Morning,6/29/19,14:08:14
Suburb,North,Park,48,36,Evening,8/7/21,11:10:16
Industrial,South,Stadium,19,43,Afternoon,11/25/21,08:41:23
Suburb,East,Stadium,45,97,Afternoon,4/5/23,18:07:30
Suburb,West,School,99,76,Afternoon,3/12/24,13:59:33
Industrial,South,Stadium,83,119,Night,3/23/18,17:13:21
Downtown,East,Hospital,23,97,Morning,2/23/21,04:50:46
Residential,West,School,32,110,Night,7/5/22,17:57:15
Downtown,West,Hospital,25,61,Afternoon,1/15/25,16:08:41
Industrial,West,Park,76,27,Evening,10/16/23,21:12:07
Downtown,North,Stadium,90,129,Night,10/17/20,01:30:07
Residential,East,Mall,58,61,Morning,3/12/23,04:28:21
Suburb,South,Mall,96,23,Morning,1/5/18,23:26:53
Residential,East,School,68,102,Evening,7/3/18,18:02:53
Industrial,North,Hospital,58,89,Morning,5/27/18,23:50:22
Suburb,West,Mall,32,83,Night,10/4/18,08:38:42
Downtown,East,Park,70,103,Night,9/18/23,00:21:04
Industrial,East,Park,90,148,Evening,12/7/21,05:21:18
Downtown,South,Park,42,59,Afternoon,9/14/22,21:42:07
Industrial,West,Mall,85,55,Afternoon,10/25/18,07:54:52
Suburb,North,Mall,49,56,Morning,1/18/22,22:34:38
Residential,South,School,34,110,Afternoon,1/23/23,02:48:07
Downtown,South,Mall,64,23,Night,5/27/19,15:34:08
Downtown,South,Stadium,91,79,Afternoon,5/9/21,22:59:05
Industrial,East,Park,56,147,Evening,2/5/18,19:16:35
Residential,East,Mall,99,24,Morning,10/15/19,00:22:37
Downtown,East,Park,71,93,Night,5/15/20,07:15:34
Industrial,North,Mall,62,118,Morning,11/16/23,05:18:18
Downtown,South,Park,38,108,Evening,2/19/18,00:23:07
Residential,South,Mall,33,123,Night,11/9/23,21:36:07
Residential,North,Stadium,71,24,Night,10/6/24,01:41:58
Suburb,North,Mall,75,85,Morning,1/2/25,22:55:57
Downtown,West,Mall,35,84,Night,8/17/19,07:35:01
Suburb,North,Stadium,20,92,Morning,5/14/24,22:04:46
Downtown,East,Stadium,24,68,Evening,2/15/19,18:24:18
Residential,North,Hospital,81,44,Night,4/9/22,12:47:05
Residential,West,School,93,144,Afternoon,2/15/18,23:28:29
Industrial,West,Hospital,42,56,Evening,9/8/20,06:51:12
Suburb,North,Hospital,78,73,Afternoon,5/21/21,09:50:50
Residential,North,Park,77,69,Evening,8/25/21,06:28:32
Residential,North,Stadium,35,96,Night,6/30/23,17:22:41
Downtown,East,Stadium,50,145,Afternoon,11/20/24,02:37:05
Residential,East,School,18,133,Night,3/24/21,17:00:22
Suburb,East,School,48,36,Afternoon,4/14/21,13:25:48
Residential,West,Park,72,55,Afternoon,2/29/24,01:06:41
Suburb,North,Stadium,21,88,Afternoon,5/16/23,04:38:05
Industrial,West,Mall,47,118,Night,10/9/21,05:53:08
Industrial,South,Hospital,54,23,Morning,8/11/21,21:46:33
Downtown,East,Mall,54,48,Night,7/19/18,11:36:04
Industrial,North,Mall,43,141,Morning,12/24/24,17:48:20
Suburb,East,School,22,128,Morning,5/25/21,13:19:21
Industrial,South,School,62,70,Night,2/18/25,11:50:14
Suburb,South,Hospital,61,93,Morning,3/31/23,12:53:50
Residential,North,School,86,121,Evening,8/28/21,08:49:21
Downtown,East,Mall,80,57,Evening,8/12/20,01:08:28
Downtown,South,Park,32,58,Afternoon,6/9/24,19:53:17
Downtown,South,Park,25,78,Evening,12/29/23,15:37:23
Downtown,North,Hospital,91,106,Afternoon,7/23/18,09:17:53
Industrial,West,Mall,50,149,Night,11/17/19,07:24:04
Downtown,East,Stadium,23,28,Afternoon,3/25/25,05:04:20
Downtown,North,School,68,48,Morning,11/27/20,14:08:03
Downtown,North,Mall,54,89,Afternoon,1/26/21,19:58:56
Suburb,East,Stadium,97,94,Night,4/28/21,06:24:10
Suburb,North,Hospital,14,60,Afternoon,3/6/24,10:04:06
Industrial,West,Mall,43,133,Afternoon,9/8/21,16:52:38
Industrial,East,School,76,53,Night,3/8/18,11:30:49
Downtown,South,School,23,62,Afternoon,2/12/21,09:44:46
Industrial,East,Stadium,20,141,Night,5/22/20,10:30:26
Industrial,South,Mall,60,88,Afternoon,9/19/24,15:22:58
Suburb,North,Park,29,111,Morning,9/16/24,18:38:02
Residential,South,School,77,112,Morning,3/18/18,22:07:39
Downtown,South,Stadium,41,120,Night,1/3/22,04:40:55
Downtown,North,Stadium,88,100,Afternoon,2/13/23,12:27:33
Residential,North,School,14,128,Afternoon,1/18/24,06:54:43
Suburb,West,Mall,25,125,Afternoon,10/24/23,20:58:29
Residential,South,Park,85,63,Evening,8/31/19,17:31:05
Residential,West,Mall,56,41,Morning,9/29/19,13:06:48
Residential,North,School,19,121,Night,9/27/20,18:20:05
Suburb,South,School,63,128,Morning,1/6/20,22:32:56
Downtown,North,Park,50,134,Afternoon,8/1/21,04:11:01
Residential,West,School,60,124,Afternoon,8/7/23,14:53:39
Industrial,North,Stadium,77,32,Morning,1/24/19,22:57:45
Downtown,North,Stadium,89,56,Afternoon,4/20/22,04:36:11
Industrial,East,Mall,46,51,Morning,10/31/19,00:47:39
Downtown,South,Park,99,31,Night,7/5/18,04:15:23
Residential,West,Park,17,69,Morning,4/29/22,16:15:28
Suburb,North,School,60,93,Night,8/29/18,11:40:13
Residential,South,Stadium,24,38,Afternoon,3/8/23,05:59:26
Residential,East,Mall,55,54,Evening,8/24/24,14:33:43
Downtown,East,Stadium,63,71,Morning,12/25/24,09:42:42
Residential,East,School,27,50,Evening,9/1/22,03:07:01
Downtown,East,Stadium,47,96,Afternoon,9/9/20,12:24:21
Downtown,West,Hospital,89,68,Night,7/4/19,14:01:40
Industrial,North,School,40,132,Evening,1/14/24,00:44:07
Residential,North,Stadium,86,61,Evening,4/10/20,21:43:24
Industrial,West,Stadium,16,74,Morning,3/16/19,21:22:34
Downtown,South,Mall,43,76,Night,6/2/22,20:48:02
Downtown,South,Mall,15,63,Evening,7/2/21,05:19:41
Residential,South,Stadium,25,122,Afternoon,12/25/18,08:11:46
Residential,West,Stadium,39,85,Afternoon,4/29/22,10:41:53
Suburb,East,Hospital,37,139,Night,1/8/20,10:36:56
Residential,North,Park,27,115,Evening,9/29/18,11:39:44
Residential,South,School,14,85,Evening,5/5/23,18:43:55
Industrial,North,Mall,82,122,Morning,6/6/19,04:58:11
Suburb,North,Park,14,23,Evening,12/30/21,08:59:35
Industrial,East,Stadium,38,45,Night,10/30/21,01:19:26
Downtown,East,Mall,51,61,Morning,4/15/24,10:32:11
Industrial,South,Hospital,95,75,Afternoon,10/26/23,16:17:25
Downtown,East,Park,32,69,Afternoon,9/14/23,18:18:33
Industrial,North,Stadium,20,38,Night,12/1/24,21:49:09
Residential,North,Hospital,93,142,Afternoon,5/1/23,05:58:24
Downtown,West,School,90,32,Night,11/26/24,19:26:57
Downtown,East,Park,45,47,Night,6/7/21,23:04:08
Industrial,North,Mall,85,32,Evening,10/24/20,14:22:12
Suburb,South,Park,49,77,Night,1/11/19,10:36:10
Residential,South,Park,42,85,Morning,7/15/20,14:45:39
Suburb,South,Hospital,40,93,Morning,10/30/24,03:38:14
Downtown,North,Mall,12,134,Afternoon,5/27/23,15:39:26
Industrial,South,Park,71,49,Night,9/2/19,00:34:09
Suburb,West,Mall,67,74,Morning,7/19/20,19:28:47
Suburb,East,Hospital,17,131,Afternoon,11/16/19,21:49:17
Downtown,North,Stadium,23,119,Afternoon,10/13/19,01:09:30
Downtown,East,Stadium,97,47,Afternoon,8/14/22,17:49:25
Suburb,South,Mall,90,146,Night,1/30/23,11:17:12
Suburb,West,Stadium,57,148,Evening,1/6/18,05:27:52
Suburb,South,Park,37,47,Afternoon,11/19/20,06:26:25
Residential,South,Park,59,78,Night,12/8/18,01:46:57
Downtown,North,School,72,89,Night,8/19/24,19:09:24
Residential,West,Park,38,129,Morning,4/16/21,12:49:26
Suburb,South,Mall,15,65,Night,8/30/23,04:38:45
Residential,South,School,60,100,Afternoon,11/12/18,03:52:38
Industrial,West,Stadium,47,114,Evening,8/1/18,04:00:36
Downtown,West,Stadium,29,133,Night,6/3/24,06:08:23
Industrial,North,School,76,50,Afternoon,2/13/25,23:32:02
Downtown,North,Mall,43,70,Evening,1/25/20,06:44:34
Downtown,North,Mall,72,38,Morning,5/27/20,13:35:41
Industrial,East,Hospital,95,117,Night,3/9/25,18:21:44
Downtown,South,Park,53,74,Night,9/29/23,12:26:19
Suburb,West,Hospital,67,46,Evening,6/17/23,22:59:43
Suburb,East,School,74,64,Afternoon,1/11/24,11:39:27
Downtown,South,Hospital,28,100,Morning,12/30/20,20:26:52
Industrial,East,Hospital,55,98,Evening,7/15/20,02:46:46
Residential,West,Stadium,17,53,Night,7/28/18,06:46:13
Residential,North,Hospital,56,85,Morning,1/7/24,00:35:55
Suburb,North,Mall,54,41,Night,1/26/25,06:04:34
Suburb,North,Mall,73,101,Night,7/21/20,16:48:05
Industrial,North,Hospital,19,98,Night,7/13/23,15:22:41
Residential,West,Stadium,35,57,Morning,1/14/21,17:46:23
Residential,West,Hospital,97,48,Night,12/22/23,08:47:21
Industrial,West,Park,72,75,Evening,11/18/22,05:40:00
Downtown,East,Stadium,18,91,Night,2/27/21,08:41:08
Suburb,South,Hospital,70,117,Evening,6/27/22,17:49:55
Suburb,North,Mall,80,78,Morning,7/21/21,11:53:54
Industrial,South,Park,36,101,Morning,1/20/24,08:28:13
Industrial,North,School,42,105,Evening,5/30/19,11:50:07
Downtown,North,Park,97,148,Morning,2/11/19,11:18:36
Downtown,North,Mall,94,23,Night,5/16/23,16:49:46
Industrial,West,Park,14,65,Evening,3/25/25,01:41:54
Industrial,East,Mall,58,128,Afternoon,8/30/21,11:44:01
Residential,East,School,95,71,Night,10/11/20,16:48:28
Downtown,South,Park,69,72,Evening,6/20/21,22:26:22
Suburb,West,Mall,92,139,Morning,11/25/19,08:45:27
Industrial,East,Mall,89,21,Evening,5/10/23,02:05:55
Suburb,East,Mall,32,104,Afternoon,4/28/19,16:28:39
Suburb,North,School,88,63,Evening,2/23/25,16:21:34
Residential,South,Stadium,37,58,Morning,6/2/18,16:16:00
Industrial,North,Mall,52,42,Night,9/6/19,03:11:08
Suburb,North,Mall,37,21,Evening,9/14/18,13:31:28
Suburb,West,Hospital,57,131,Evening,7/24/24,21:35:03
Residential,East,Stadium,68,78,Night,10/8/18,11:31:23
Downtown,North,Park,73,141,Night,8/10/23,14:29:13
Residential,East,Hospital,82,41,Night,7/20/21,10:17:02
Suburb,South,Mall,84,132,Evening,9/14/18,19:07:00
Residential,East,Stadium,42,51,Evening,1/7/24,04:10:28
Residential,West,Park,44,112,Evening,10/30/20,13:32:34
Downtown,West,Park,90,68,Afternoon,2/2/21,06:20:50
Residential,South,Hospital,91,67,Morning,2/23/21,15:34:02
Industrial,South,Stadium,21,50,Night,11/20/22,18:43:52
Residential,South,Mall,10,65,Night,7/5/19,03:03:52
Downtown,West,Stadium,29,20,Morning,9/18/20,02:40:49
Downtown,North,Mall,80,33,Morning,6/6/20,14:35:45
Industrial,North,School,26,137,Afternoon,3/2/25,07:39:42
Residential,North,Park,89,103,Morning,2/8/24,13:58:06
Downtown,North,Mall,79,93,Afternoon,10/24/18,03:45:48
Downtown,West,Park,38,147,Night,7/6/24,12:30:49
Suburb,West,Mall,30,79,Evening,2/21/24,15:51:17
Suburb,East,Mall,69,94,Night,6/2/22,10:33:20
Residential,South,School,29,44,Morning,8/14/18,15:56:37
Residential,South,Mall,45,55,Night,3/11/18,16:44:43
Suburb,West,Mall,40,141,Evening,2/9/22,11:02:46
Residential,South,School,54,111,Afternoon,6/8/22,21:38:48
Industrial,South,School,89,72,Night,7/3/20,07:41:49
Residential,South,Hospital,97,36,Afternoon,10/22/20,01:42:01
Industrial,South,School,18,78,Night,11/8/19,12:57:20
Residential,North,Stadium,62,146,Evening,2/17/19,17:06:35
Downtown,South,Mall,41,132,Night,3/9/23,19:26:11
Residential,West,Hospital,56,27,Afternoon,3/19/20,09:46:10
Residential,South,Mall,12,57,Evening,7/15/23,13:19:15
Suburb,South,Hospital,63,47,Night,9/8/20,12:37:36
Industrial,North,Stadium,38,145,Evening,1/4/18,11:02:24
Suburb,East,Stadium,38,55,Morning,9/22/19,19:02:33
Downtown,East,Park,67,70,Morning,7/12/22,01:50:00
Downtown,West,Stadium,71,22,Evening,5/1/19,21:13:30
Suburb,West,School,38,84,Night,3/20/18,09:23:10
Suburb,West,Stadium,18,33,Evening,7/23/19,08:10:51
Residential,South,Hospital,51,140,Morning,8/13/23,17:56:29
Downtown,North,Mall,84,122,Morning,3/25/23,06:33:51
Residential,North,Hospital,79,79,Night,11/2/22,05:22:58
Downtown,South,Park,34,86,Evening,4/15/21,18:08:23
Suburb,North,Hospital,80,146,Afternoon,8/13/24,13:36:57
Downtown,West,Mall,60,48,Night,12/13/23,00:58:41
Suburb,South,Mall,81,100,Night,3/14/20,08:26:59
Industrial,South,Mall,94,106,Evening,4/4/18,08:35:17
Industrial,East,Park,82,140,Afternoon,7/21/22,20:54:53
Suburb,North,Park,86,86,Evening,2/12/19,20:14:39
Downtown,East,School,17,88,Night,4/1/19,15:19:03
Downtown,South,School,45,134,Morning,7/10/19,04:18:50
Residential,South,School,52,136,Afternoon,2/14/23,07:29:31
Suburb,North,Hospital,81,68,Afternoon,11/6/20,00:01:41
Suburb,South,Park,81,73,Evening,2/11/20,13:07:21
Industrial,West,School,30,38,Morning,1/4/21,04:01:13
Industrial,North,Park,32,111,Night,3/5/25,23:08:23
Industrial,South,Hospital,39,146,Morning,8/29/24,08:03:08
Downtown,East,Stadium,52,122,Night,2/16/19,03:11:19
Residential,East,School,72,25,Night,4/6/22,13:23:35
Downtown,South,Mall,17,23,Morning,12/17/18,17:39:38
Downtown,West,School,91,50,Night,8/20/20,00:36:01
Suburb,North,School,77,132,Afternoon,11/4/23,02:16:49
Residential,West,School,45,32,Evening,2/28/23,02:36:16
Residential,South,School,68,118,Morning,2/25/20,23:48:21
Suburb,West,Park,91,85,Afternoon,4/3/22,02:32:32
Downtown,North,School,82,125,Morning,9/23/18,11:12:05
Industrial,West,Park,57,57,Night,1/12/22,18:07:35
Residential,North,Mall,38,32,Night,9/10/19,12:22:56
Industrial,West,Mall,65,146,Morning,6/24/22,19:33:26
Downtown,West,Hospital,76,141,Afternoon,2/7/25,20:59:50
Residential,North,Stadium,40,26,Afternoon,10/4/19,13:07:56
Industrial,West,School,41,37,Afternoon,12/31/20,03:31:52
Residential,West,Mall,16,106,Evening,7/5/18,03:47:44
Downtown,North,Hospital,90,76,Afternoon,12/17/23,06:29:39
Residential,North,Park,79,134,Morning,11/18/24,20:14:34
Industrial,West,Hospital,36,23,Evening,12/2/19,03:09:50
Industrial,South,Stadium,70,36,Evening,12/10/23,03:08:02
Residential,West,Stadium,23,59,Night,9/21/19,23:15:48
Residential,East,Park,57,72,Morning,5/15/19,20:03:06
Industrial,West,Hospital,99,98,Afternoon,4/2/20,20:01:43
Residential,East,Stadium,79,146,Morning,4/23/21,06:27:22
Downtown,North,Stadium,83,51,Afternoon,4/2/23,23:48:57
Downtown,South,School,30,38,Evening,1/25/24,21:17:48
Residential,West,Mall,54,35,Evening,11/3/19,23:00:01
Industrial,South,Stadium,43,102,Evening,9/22/20,23:19:42
Residential,South,Stadium,29,40,Evening,1/16/25,02:00:44
Suburb,East,Park,47,55,Morning,8/3/20,07:56:49
Suburb,South,School,62,57,Night,3/29/21,18:35:55
Downtown,North,Park,82,145,Night,7/17/18,05:09:16
Industrial,West,School,13,100,Afternoon,12/20/23,23:25:34
Suburb,East,Stadium,76,48,Evening,2/1/21,15:32:43
Downtown,East,Hospital,24,31,Evening,1/19/18,16:54:36
Industrial,South,School,65,90,Morning,8/21/20,09:46:32
Residential,North,Park,28,110,Afternoon,7/1/21,17:44:02
Residential,North,School,55,123,Night,5/30/21,07:26:04
Residential,West,Mall,79,128,Morning,3/23/20,18:52:31
Suburb,East,Mall,79,43,Evening,6/26/20,09:46:07
Industrial,East,Stadium,17,67,Morning,1/12/19,17:24:13
Residential,South,Hospital,93,70,Evening,1/23/19,08:16:27
Suburb,South,Hospital,73,77,Evening,1/4/22,05:59:03
Downtown,North,School,35,85,Afternoon,1/12/19,20:16:00
Industrial,West,Park,43,116,Morning,3/29/20,20:39:53
Suburb,South,School,29,125,Afternoon,4/1/24,19:53:30
Suburb,South,Mall,79,135,Morning,9/20/23,22:59:44
Industrial,West,School,41,113,Morning,7/29/24,19:28:59
Industrial,South,Mall,22,50,Evening,12/25/21,10:05:42
Residential,West,School,11,128,Night,9/2/20,15:28:15
Industrial,West,Stadium,20,60,Evening,12/12/22,03:17:41
Suburb,South,Hospital,87,110,Afternoon,4/8/19,11:20:28
Industrial,East,Mall,41,40,Afternoon,11/23/18,23:48:24
Residential,East,Park,58,82,Afternoon,3/25/20,05:46:14
Suburb,East,Mall,80,118,Evening,1/12/24,08:24:39
Downtown,West,School,94,75,Afternoon,11/21/23,19:57:30
Industrial,South,Hospital,33,73,Night,4/1/19,00:28:39
Downtown,West,Park,61,24,Morning,12/16/23,20:46:24
Downtown,South,Hospital,82,79,Afternoon,1/21/20,11:51:10
Suburb,East,Mall,89,129,Night,4/18/20,09:32:30
Residential,East,Mall,55,117,Evening,2/28/23,12:35:15
Residential,East,School,40,38,Afternoon,6/6/20,00:25:59
Industrial,West,Stadium,14,138,Evening,4/11/20,22:02:57
